OrderID,OrderDate,Region,Category,SubCategory,Customer,Quantity,Sales,Discount,Profit,RepeatCustomer
1313,2025-10-01,West,Furniture,Chairs,Customer_041,6,716.41,0.15,59.46,No
1314,2025-06-09,South,Furniture,Bookcases,Customer_019,3,463.19,0,118.56,Yes
1315,2025-08-11,West,Office Supplies,Labels,Customer_059,8,159.67,0,37.93,Yes
1316,2025-04-25,West,Furniture,Tables,Customer_003,3,893.35,0,126.54,No
1317,2025-10-01,West,Office Supplies,Labels,Customer_008,2,11.18,0.2,2.32,Yes
1318,2025-03-05,West,Technology,Copiers,Customer_034,1,263.77,0,40.94,Yes
1319,2025-08-03,East,Office Supplies,Paper,Customer_013,2,129.6,0,10.17,Yes
1320,2025-07-03,South,Technology,Accessories,Customer_016,8,2280.71,0,506.43,Yes
1321,2025-02-26,North,Furniture,Chairs,Customer_058,2,1028.64,0.15,60.12,No
1322,2025-08-22,East,Office Supplies,Paper,Customer_024,2,87.61,0,23.53,No
1323,2025-02-18,East,Technology,Phones,Customer_058,3,2368.47,0.2,401.31,Yes
1324,2025-02-17,West,Office Supplies,Labels,Customer_055,7,61.6,0.1,6.54,No
1325,2025-02-27,West,Technology,Accessories,Customer_052,3,1159.88,0,178.63,No
1326,2025-07-03,West,Furniture,Storage,Customer_027,3,775.92,0.1,195.6,Yes
1327,2025-05-14,West,Furniture,Chairs,Customer_045,4,1093.52,0.2,234.7,No
1328,2025-09-04,North,Technology,Accessories,Customer_055,1,557.22,0,117.49,Yes
1329,2025-02-08,West,Technology,Accessories,Customer_025,5,944.04,0,166.84,No
1330,2025-08-24,West,Furniture,Chairs,Customer_048,8,1617.09,0.1,187.77,No
1331,2025-07-31,North,Furniture,Storage,Customer_030,5,493.16,0.15,79.89,No
1332,2025-04-25,East,Technology,Phones,Customer_008,8,2631.02,0.2,451.04,No
1333,2025-01-02,North,Office Supplies,Paper,Customer_003,5,386.66,0.15,59.32,No
1334,2025-07-29,South,Technology,Accessories,Customer_046,7,3734.82,0,613.49,No
1335,2025-01-24,East,Furniture,Storage,Customer_009,8,4944.24,0.1,954.99,No
1336,2025-10-11,West,Furniture,Chairs,Customer_009,3,1104.4,0.2,171.97,No
1337,2025-09-16,North,Technology,Machines,Customer_019,4,1455.99,0,217.62,Yes
1338,2025-07-31,West,Furniture,Tables,Customer_014,6,1533.92,0.2,287.4,No
1339,2025-12-18,South,Furniture,Bookcases,Customer_046,3,817.59,0.15,129.0,No
1340,2025-10-26,North,Technology,Copiers,Customer_002,5,2751.84,0.1,624.31,Yes
1341,2025-12-10,West,Furniture,Chairs,Customer_045,5,355.66,0.2,32.05,No
1342,2025-07-03,East,Furniture,Chairs,Customer_033,4,2214.49,0.2,375.19,Yes
1343,2025-07-15,East,Office Supplies,Binders,Customer_013,6,516.03,0.15,27.83,No
1344,2025-10-29,West,Furniture,Bookcases,Customer_005,4,947.02,0,153.61,No
1345,2025-07-13,South,Furniture,Chairs,Customer_030,3,318.56,0.15,70.81,Yes
1346,2025-06-15,South,Furniture,Tables,Customer_005,5,2049.48,0.1,456.48,No
1347,2025-04-05,East,Office Supplies,Paper,Customer_043,7,130.54,0,17.93,No
1348,2025-05-31,East,Technology,Machines,Customer_058,1,675.94,0,146.84,Yes
1349,2025-07-15,South,Furniture,Bookcases,Customer_024,5,2920.5,0,811.41,No
1350,2025-06-01,West,Technology,Phones,Customer_035,2,252.7,0,74.02,No
1351,2025-04-18,North,Office Supplies,Binders,Customer_057,7,489.1,0,49.59,No
1352,2025-12-18,West,Office Supplies,Binders,Customer_036,2,38.84,0,2.47,No
1353,2025-05-13,North,Office Supplies,Paper,Customer_001,6,212.0,0,31.24,Yes
1354,2025-12-25,North,Office Supplies,Binders,Customer_049,5,213.56,0.2,21.41,Yes
1355,2025-12-05,West,Technology,Copiers,Customer_020,7,760.95,0.15,80.04,No
1356,2025-03-05,East,Furniture,Tables,Customer_047,2,223.79,0,22.94,No
1357,2025-11-27,East,Furniture,Storage,Customer_037,5,2875.17,0,226.15,No
1358,2025-11-27,North,Office Supplies,Envelopes,Customer_022,2,20.1,0,4.65,Yes
1359,2025-02-21,East,Furniture,Tables,Customer_045,8,2008.79,0.1,238.8,No
1360,2025-06-11,South,Office Supplies,Labels,Customer_054,4,119.66,0.2,22.49,Yes
1361,2025-09-03,East,Furniture,Bookcases,Customer_018,2,705.5,0,149.13,Yes
1362,2025-05-15,South,Office Supplies,Paper,Customer_038,1,62.53,0.15,11.05,No
1363,2025-01-19,West,Office Supplies,Paper,Customer_015,8,415.5,0.2,81.04,No
1364,2025-09-14,East,Furniture,Storage,Customer_009,4,1519.82,0.15,285.55,No
1365,2025-10-17,West,Furniture,Tables,Customer_015,8,2981.32,0,179.19,No
1366,2025-04-30,North,Technology,Machines,Customer_003,6,1230.48,0.1,185.4,Yes
1367,2025-02-22,North,Office Supplies,Labels,Customer_042,5,336.12,0.15,53.17,Yes
1368,2025-09-22,West,Technology,Phones,Customer_051,7,3546.75,0,901.97,No
1369,2025-09-14,West,Office Supplies,Binders,Customer_039,5,72.31,0,6.33,Yes
1370,2025-08-01,North,Office Supplies,Paper,Customer_054,8,328.91,0.1,30.39,Yes
1371,2025-01-23,West,Furniture,Tables,Customer_060,1,95.23,0.15,7.02,Yes
1372,2025-11-03,South,Office Supplies,Envelopes,Customer_031,5,372.16,0,38.76,No
1373,2025-07-30,West,Furniture,Tables,Customer_047,3,765.25,0.15,139.79,No
1374,2025-04-28,East,Technology,Phones,Customer_058,7,1148.53,0,231.29,Yes
1375,2025-02-17,North,Office Supplies,Binders,Customer_024,1,50.26,0.2,8.54,Yes
1376,2025-04-28,North,Office Supplies,Envelopes,Customer_054,6,375.9,0.15,80.25,No
1377,2025-05-11,North,Technology,Accessories,Customer_013,5,1121.92,0.15,256.71,Yes
1378,2025-10-23,North,Office Supplies,Binders,Customer_007,4,132.51,0.2,26.62,Yes
1379,2025-05-14,South,Technology,Machines,Customer_036,5,1930.27,0.2,230.65,Yes
1380,2025-10-14,West,Furniture,Bookcases,Customer_056,6,1437.36,0.2,171.95,Yes
1381,2025-08-17,North,Office Supplies,Paper,Customer_044,7,87.65,0,21.93,No
1382,2025-11-22,North,Furniture,Storage,Customer_006,7,579.26,0,38.24,Yes
1383,2025-07-25,North,Office Supplies,Envelopes,Customer_013,1,58.37,0,12.26,Yes
1384,2025-11-03,East,Furniture,Chairs,Customer_011,1,380.03,0,41.73,Yes
1385,2025-06-30,North,Technology,Copiers,Customer_036,1,354.09,0.2,63.99,No
1386,2025-06-27,East,Office Supplies,Labels,Customer_017,4,222.1,0.1,56.45,No
1387,2025-10-14,South,Technology,Phones,Customer_045,5,1421.12,0.15,305.96,No
1388,2025-05-05,West,Technology,Copiers,Customer_017,8,4008.83,0.15,904.71,No
1389,2025-12-13,North,Technology,Accessories,Customer_017,6,3900.73,0.15,609.79,No
1390,2025-07-24,South,Technology,Phones,Customer_037,3,2097.29,0.1,242.49,Yes
1391,2025-09-13,East,Furniture,Tables,Customer_054,5,2548.14,0,273.42,No
1392,2025-03-03,East,Furniture,Chairs,Customer_024,1,614.35,0.15,151.18,No
1393,2025-09-09,East,Technology,Machines,Customer_034,7,4798.61,0,1139.87,Yes
1394,2025-09-15,West,Technology,Phones,Customer_045,8,3615.56,0,811.91,No
1395,2025-07-14,North,Furniture,Tables,Customer_031,5,1910.62,0,357.56,Yes
1396,2025-09-13,East,Technology,Accessories,Customer_009,6,2404.51,0.1,259.49,Yes
1397,2025-05-01,South,Furniture,Bookcases,Customer_032,3,1161.65,0.1,262.85,Yes
1398,2025-09-07,South,Office Supplies,Labels,Customer_053,7,349.77,0,77.87,Yes
1399,2025-08-19,East,Technology,Phones,Customer_056,5,1346.55,0,74.0,Yes
1400,2025-05-26,South,Office Supplies,Paper,Customer_041,8,349.12,0,50.72,Yes
1401,2025-08-04,South,Furniture,Bookcases,Customer_021,2,857.35,0,77.59,Yes
1402,2025-11-06,East,Office Supplies,Labels,Customer_027,6,253.22,0.2,39.85,No
1403,2025-03-06,South,Furniture,Chairs,Customer_005,2,962.73,0,88.31,Yes
1404,2025-01-14,West,Office Supplies,Binders,Customer_060,2,103.61,0,21.19,Yes
1405,2025-05-07,West,Technology,Accessories,Customer_059,3,745.62,0,43.83,No
1406,2025-10-04,East,Technology,Copiers,Customer_041,3,1522.65,0.15,258.07,No
1407,2025-06-27,West,Office Supplies,Labels,Customer_001,5,38.08,0,5.83,Yes
1408,2025-06-26,North,Office Supplies,Paper,Customer_052,8,452.66,0.1,50.88,No
1409,2025-01-04,East,Office Supplies,Paper,Customer_042,7,547.95,0.1,55.47,No
1410,2025-05-15,West,Technology,Accessories,Customer_018,5,1686.72,0,357.78,No
1411,2025-04-04,West,Furniture,Chairs,Customer_021,8,785.43,0,176.81,No
1412,2025-10-01,North,Furniture,Chairs,Customer_006,3,274.52,0.2,35.05,Yes
1413,2025-04-22,South,Furniture,Storage,Customer_006,6,1624.11,0.1,327.76,Yes
1414,2025-07-20,South,Furniture,Bookcases,Customer_050,5,614.88,0.1,142.26,Yes
1415,2025-05-07,South,Technology,Copiers,Customer_025,2,157.78,0.15,29.04,Yes
1416,2025-11-19,East,Technology,Accessories,Customer_024,2,1338.8,0,228.01,Yes
1417,2025-02-27,North,Office Supplies,Paper,Customer_001,5,30.65,0.15,2.08,No
1418,2025-12-19,North,Office Supplies,Envelopes,Customer_060,3,35.13,0.1,2.3,No
1419,2025-11-27,North,Furniture,Bookcases,Customer_042,8,1280.3,0,165.4,No
1420,2025-01-11,East,Technology,Accessories,Customer_035,1,350.49,0.1,71.5,No
1421,2025-10-06,West,Furniture,Tables,Customer_053,3,508.53,0,92.95,No
1422,2025-08-21,East,Office Supplies,Labels,Customer_040,3,110.31,0,22.61,Yes
1423,2025-12-04,South,Technology,Phones,Customer_027,8,5580.01,0.15,419.91,Yes
1424,2025-09-25,East,Furniture,Chairs,Customer_007,3,1394.66,0,140.19,Yes
1425,2025-12-03,North,Office Supplies,Envelopes,Customer_001,1,49.27,0,5.18,No
1426,2025-02-10,South,Office Supplies,Envelopes,Customer_040,7,235.71,0,58.59,Yes
1427,2025-02-06,East,Office Supplies,Binders,Customer_013,2,46.62,0,10.78,No
1428,2025-10-19,South,Office Supplies,Paper,Customer_023,7,449.74,0.2,27.48,No
1429,2025-02-23,West,Office Supplies,Envelopes,Customer_029,6,136.96,0.2,9.81,No
1430,2025-07-10,East,Technology,Machines,Customer_025,6,3464.54,0.15,324.47,No
1431,2025-08-18,East,Technology,Copiers,Customer_057,5,275.81,0.15,12.68,Yes
1432,2025-04-24,East,Furniture,Bookcases,Customer_037,5,1054.39,0.15,159.37,No
1433,2025-08-24,South,Furniture,Chairs,Customer_037,4,1112.75,0,126.92,Yes
1434,2025-02-09,West,Office Supplies,Paper,Customer_052,2,23.36,0.15,4.18,Yes
1435,2025-06-21,West,Furniture,Chairs,Customer_060,2,339.2,0,80.36,No
1436,2025-01-28,North,Office Supplies,Envelopes,Customer_004,3,136.48,0,23.97,Yes
1437,2025-04-24,West,Technology,Phones,Customer_036,6,2495.13,0,421.59,No
1438,2025-07-24,West,Technology,Phones,Customer_042,3,1229.22,0.1,210.0,No
1439,2025-05-05,South,Office Supplies,Paper,Customer_023,2,61.44,0,13.39,Yes
1440,2025-11-01,South,Technology,Machines,Customer_040,6,3951.74,0.15,857.87,No
1441,2025-04-30,South,Technology,Phones,Customer_040,2,693.77,0,162.96,Yes
1442,2025-06-25,South,Technology,Phones,Customer_014,1,140.13,0,14.33,No
1443,2025-11-15,East,Office Supplies,Envelopes,Customer_003,1,63.15,0.1,11.13,No
1444,2025-05-26,East,Furniture,Chairs,Customer_043,8,1622.39,0.2,371.58,Yes
1445,2025-02-25,East,Office Supplies,Labels,Customer_058,4,236.31,0.1,37.67,No
1446,2025-04-06,East,Technology,Phones,Customer_022,1,852.6,0,95.36,No
1447,2025-01-10,West,Technology,Accessories,Customer_017,4,816.23,0.15,82.54,Yes
1448,2025-04-26,West,Furniture,Bookcases,Customer_040,2,206.55,0.2,24.05,No
1449,2025-10-21,South,Technology,Accessories,Customer_009,6,4900.79,0.1,818.44,Yes
1450,2025-12-19,South,Furniture,Bookcases,Customer_021,3,1407.01,0.2,318.84,No
1451,2025-04-05,North,Office Supplies,Binders,Customer_048,6,357.19,0.1,93.32,Yes
1452,2025-02-24,East,Furniture,Tables,Customer_015,5,816.22,0.15,133.04,Yes
1453,2025-07-03,South,Office Supplies,Binders,Customer_025,8,126.47,0.2,21.49,Yes
1454,2025-03-25,West,Technology,Accessories,Customer_043,1,48.21,0,13.86,No
1455,2025-04-01,South,Furniture,Chairs,Customer_016,8,4721.59,0.2,495.67,Yes
1456,2025-11-08,West,Technology,Phones,Customer_057,1,217.93,0.15,14.32,No
1457,2025-01-21,North,Furniture,Storage,Customer_020,1,370.0,0,45.43,Yes
1458,2025-08-05,East,Technology,Accessories,Customer_047,3,2439.61,0.1,565.32,Yes
1459,2025-07-21,North,Furniture,Tables,Customer_042,4,1180.2,0.1,77.06,Yes
1460,2025-02-16,South,Office Supplies,Binders,Customer_011,7,236.82,0.2,46.94,No
1461,2025-01-23,West,Office Supplies,Envelopes,Customer_046,3,92.45,0,24.7,Yes
1462,2025-06-08,North,Technology,Machines,Customer_001,3,2312.17,0,635.0,No
1463,2025-09-12,East,Furniture,Storage,Customer_030,8,4618.36,0,481.32,No
1464,2025-11-04,West,Technology,Phones,Customer_023,4,607.19,0,58.42,Yes
1465,2025-12-08,North,Furniture,Chairs,Customer_011,2,761.22,0,58.78,No
1466,2025-08-22,East,Office Supplies,Paper,Customer_005,5,42.28,0,6.01,Yes
1467,2025-05-30,West,Office Supplies,Binders,Customer_014,6,270.88,0.15,35.33,Yes
1468,2025-09-05,North,Furniture,Chairs,Customer_034,5,2282.59,0.1,415.41,Yes
1469,2025-09-24,East,Furniture,Storage,Customer_008,4,2020.37,0.2,198.19,Yes
1470,2025-04-17,North,Technology,Phones,Customer_001,6,4795.44,0,911.63,No
1471,2025-05-11,South,Office Supplies,Labels,Customer_026,6,270.91,0,21.26,Yes
1472,2025-06-19,North,Furniture,Tables,Customer_041,8,4108.71,0,868.63,Yes
1473,2025-08-25,West,Office Supplies,Labels,Customer_035,5,197.26,0.15,38.77,No
1474,2025-07-01,North,Furniture,Bookcases,Customer_037,6,686.58,0.1,127.68,No
1475,2025-06-07,West,Furniture,Chairs,Customer_029,7,2032.66,0,354.22,No
1476,2025-03-31,East,Furniture,Bookcases,Customer_058,2,304.39,0.1,48.35,No
1477,2025-09-05,South,Furniture,Bookcases,Customer_044,3,1451.74,0,370.97,No
1478,2025-08-24,South,Furniture,Chairs,Customer_006,5,1478.12,0,327.79,No
1479,2025-02-22,East,Technology,Phones,Customer_013,5,2993.31,0.2,653.82,Yes
1480,2025-08-14,East,Technology,Machines,Customer_007,2,559.88,0,162.13,No
1481,2025-10-09,South,Office Supplies,Labels,Customer_040,5,303.59,0.15,28.7,Yes
1482,2025-01-26,East,Office Supplies,Envelopes,Customer_012,2,122.46,0.1,6.99,Yes
1483,2025-06-09,West,Office Supplies,Labels,Customer_052,2,80.44,0.1,13.9,Yes
1484,2025-06-08,West,Furniture,Storage,Customer_017,4,1133.41,0,97.39,No
1485,2025-12-25,East,Technology,Accessories,Customer_008,6,1965.12,0.1,303.98,Yes
1486,2025-03-29,East,Technology,Copiers,Customer_021,2,685.22,0.1,156.88,No
1487,2025-07-25,North,Technology,Copiers,Customer_053,3,686.79,0.1,90.22,Yes
1488,2025-10-06,West,Technology,Machines,Customer_036,8,935.03,0,185.17,No
1489,2025-06-07,North,Technology,Accessories,Customer_006,7,715.44,0,124.18,No
1490,2025-03-17,South,Furniture,Chairs,Customer_020,8,3558.73,0,360.91,No
1491,2025-02-15,East,Technology,Machines,Customer_004,3,1678.44,0,110.11,No
1492,2025-02-26,North,Office Supplies,Labels,Customer_025,7,158.5,0.2,16.42,Yes
1493,2025-12-06,West,Office Supplies,Paper,Customer_043,6,181.96,0.1,14.5,No
1494,2025-02-06,South,Furniture,Chairs,Customer_027,7,3066.14,0,218.2,No
1495,2025-11-16,West,Office Supplies,Envelopes,Customer_039,8,241.3,0.1,30.15,Yes
1496,2025-05-02,North,Office Supplies,Envelopes,Customer_046,6,446.95,0,131.65,No
1497,2025-12-20,East,Furniture,Storage,Customer_040,5,668.98,0.1,107.92,No
1498,2025-11-19,North,Furniture,Storage,Customer_050,5,2328.38,0.15,125.07,Yes
1499,2025-09-20,North,Technology,Copiers,Customer_060,6,2882.84,0,352.58,Yes
1500,2025-02-01,East,Office Supplies,Labels,Customer_006,5,263.8,0.2,43.49,Yes
1501,2025-05-23,South,Office Supplies,Binders,Customer_059,5,134.62,0,31.68,No
1502,2025-07-09,South,Office Supplies,Envelopes,Customer_022,8,483.49,0,120.8,No
1503,2025-09-11,North,Furniture,Tables,Customer_047,8,3771.49,0.2,631.78,Yes
1504,2025-03-01,East,Furniture,Bookcases,Customer_015,8,944.35,0.2,216.87,No
1505,2025-08-31,West,Office Supplies,Envelopes,Customer_034,5,122.22,0.1,16.0,No
1506,2025-08-10,North,Furniture,Bookcases,Customer_038,5,1987.26,0,497.97,Yes
1507,2025-12-11,West,Technology,Accessories,Customer_054,3,382.58,0,71.51,No
1508,2025-02-20,North,Furniture,Storage,Customer_006,5,1765.69,0,173.51,Yes
1509,2025-11-03,North,Office Supplies,Paper,Customer_037,3,41.99,0.1,8.09,No
1510,2025-05-10,South,Furniture,Tables,Customer_043,8,1958.68,0,474.67,No
1511,2025-02-07,East,Technology,Accessories,Customer_029,1,106.47,0,30.76,Yes
1512,2025-11-09,North,Technology,Accessories,Customer_029,7,3738.79,0,760.81,Yes
1513,2025-02-07,East,Furniture,Chairs,Customer_060,1,128.28,0.1,10.07,No
1514,2025-05-17,North,Office Supplies,Envelopes,Customer_031,1,34.35,0.15,6.62,No
1515,2025-10-04,West,Technology,Phones,Customer_023,8,1759.25,0,337.44,No
1516,2025-07-25,East,Office Supplies,Labels,Customer_054,6,353.3,0.15,79.08,Yes
1517,2025-04-01,West,Technology,Accessories,Customer_045,5,2520.81,0.2,297.51,Yes
1518,2025-11-20,East,Technology,Phones,Customer_025,1,211.31,0.2,50.56,Yes
1519,2025-09-13,North,Office Supplies,Labels,Customer_047,1,38.7,0,5.22,Yes
1520,2025-04-19,North,Technology,Phones,Customer_003,3,1651.46,0.2,257.41,No
1521,2025-08-30,South,Technology,Phones,Customer_020,3,1618.4,0,150.61,Yes
1522,2025-10-30,North,Technology,Accessories,Customer_052,4,2652.41,0,666.06,Yes
1523,2025-12-17,West,Technology,Phones,Customer_008,4,397.79,0,78.87,No
1524,2025-03-28,East,Furniture,Storage,Customer_040,1,486.28,0,36.47,No
1525,2025-09-07,West,Furniture,Chairs,Customer_031,5,396.42,0.1,79.7,No
1526,2025-11-24,South,Furniture,Tables,Customer_046,3,695.82,0.15,131.84,No
1527,2025-11-18,West,Office Supplies,Binders,Customer_007,4,94.66,0,7.51,No
1528,2025-08-26,East,Office Supplies,Paper,Customer_059,4,113.22,0,28.21,No
1529,2025-03-23,West,Technology,Accessories,Customer_052,5,267.59,0,42.46,No
1530,2025-01-27,West,Furniture,Chairs,Customer_047,8,2916.83,0.15,195.91,No
1531,2025-08-03,West,Office Supplies,Labels,Customer_027,2,38.25,0,4.09,No
1532,2025-02-07,South,Technology,Accessories,Customer_025,3,1301.91,0,367.1,Yes
1533,2025-04-10,East,Furniture,Storage,Customer_009,3,1348.55,0,300.8,Yes
1534,2025-08-03,North,Technology,Copiers,Customer_037,3,923.05,0.2,212.81,No
1535,2025-09-25,South,Furniture,Storage,Customer_056,8,2808.88,0,150.63,Yes
1536,2025-08-11,South,Furniture,Bookcases,Customer_003,3,1201.17,0.15,280.33,Yes
1537,2025-08-06,North,Technology,Phones,Customer_049,2,818.9,0.1,128.11,Yes
1538,2025-04-22,North,Office Supplies,Envelopes,Customer_046,2,107.15,0,18.21,Yes
1539,2025-08-21,West,Office Supplies,Binders,Customer_001,3,112.58,0,23.27,No
1540,2025-09-29,North,Technology,Machines,Customer_048,4,1477.71,0.2,83.04,No
1541,2025-01-27,North,Office Supplies,Labels,Customer_005,6,308.61,0,28.95,No
1542,2025-05-03,South,Furniture,Bookcases,Customer_058,4,1514.56,0.2,291.06,Yes
1543,2025-05-22,East,Office Supplies,Envelopes,Customer_035,2,85.65,0.1,17.53,No
1544,2025-12-11,East,Technology,Machines,Customer_006,2,1444.51,0,394.32,Yes
1545,2025-02-09,West,Furniture,Bookcases,Customer_041,8,711.72,0,191.27,No
1546,2025-12-16,North,Technology,Copiers,Customer_005,8,1192.16,0.2,201.4,Yes
1547,2025-07-30,North,Furniture,Bookcases,Customer_036,8,3047.41,0.15,560.71,Yes
1548,2025-10-18,West,Technology,Machines,Customer_050,5,2086.54,0,356.93,No
1549,2025-05-26,North,Furniture,Bookcases,Customer_045,5,1585.41,0,465.0,No
1550,2025-03-01,South,Furniture,Tables,Customer_003,5,532.34,0,51.17,No
1551,2025-07-10,East,Technology,Accessories,Customer_010,2,1719.52,0,259.89,Yes
1552,2025-01-03,West,Technology,Accessories,Customer_049,5,1493.73,0.1,368.35,No
1553,2025-06-23,South,Office Supplies,Envelopes,Customer_026,3,228.42,0.2,34.31,Yes
1554,2025-02-17,South,Technology,Machines,Customer_055,4,2125.68,0,210.29,Yes
1555,2025-09-20,West,Office Supplies,Binders,Customer_055,1,32.65,0.2,3.66,Yes
1556,2025-07-10,West,Technology,Copiers,Customer_029,8,1605.19,0.15,98.1,No
1557,2025-03-25,West,Technology,Machines,Customer_010,7,3538.86,0,916.13,No
1558,2025-09-26,South,Technology,Copiers,Customer_018,7,731.96,0,37.81,No
1559,2025-12-30,West,Furniture,Storage,Customer_053,7,1707.69,0,321.84,Yes
1560,2025-09-10,East,Office Supplies,Labels,Customer_054,1,7.71,0,0.89,No
1561,2025-08-02,West,Furniture,Bookcases,Customer_005,1,112.63,0,27.16,No
1562,2025-10-17,East,Office Supplies,Envelopes,Customer_055,2,124.18,0,22.12,No
1563,2025-03-16,East,Furniture,Chairs,Customer_059,3,812.57,0,96.02,Yes
1564,2025-05-30,East,Furniture,Bookcases,Customer_021,3,1172.81,0,234.2,Yes
1565,2025-05-19,East,Office Supplies,Labels,Customer_024,6,80.44,0,4.28,Yes
1566,2025-03-25,West,Technology,Machines,Customer_034,4,431.38,0.15,74.57,No
1567,2025-02-09,North,Technology,Copiers,Customer_029,6,890.54,0,198.38,Yes
1568,2025-01-15,East,Furniture,Bookcases,Customer_009,3,1541.49,0.2,131.51,Yes
1569,2025-02-09,North,Technology,Phones,Customer_038,4,1652.76,0,96.19,No
1570,2025-05-10,North,Technology,Phones,Customer_058,2,552.47,0,154.71,Yes
1571,2025-01-15,South,Furniture,Bookcases,Customer_047,6,801.39,0,72.24,No
1572,2025-02-20,South,Office Supplies,Binders,Customer_001,4,187.58,0,17.43,No
1573,2025-07-07,North,Furniture,Storage,Customer_028,2,886.06,0,229.21,No
1574,2025-07-28,South,Office Supplies,Paper,Customer_046,2,29.97,0.15,2.14,No
1575,2025-02-12,East,Office Supplies,Binders,Customer_036,5,144.49,0.2,33.99,Yes
1576,2025-04-07,West,Technology,Copiers,Customer_044,6,2812.16,0,149.6,No
1577,2025-09-25,North,Technology,Copiers,Customer_060,7,796.28,0.2,125.9,Yes
1578,2025-04-12,South,Furniture,Bookcases,Customer_018,2,537.79,0,139.57,No
1579,2025-07-02,East,Office Supplies,Envelopes,Customer_007,8,310.93,0.15,31.64,No
1580,2025-09-12,North,Technology,Copiers,Customer_012,1,756.8,0,132.09,Yes
1581,2025-03-20,West,Office Supplies,Labels,Customer_032,8,322.47,0.1,29.16,No
1582,2025-10-04,East,Office Supplies,Labels,Customer_025,7,56.75,0,8.28,Yes
1583,2025-01-17,West,Technology,Phones,Customer_025,3,1061.89,0.1,150.69,No
1584,2025-12-04,West,Furniture,Storage,Customer_038,3,717.54,0.15,38.99,No
1585,2025-05-26,West,Office Supplies,Labels,Customer_049,6,32.7,0,8.25,No
1586,2025-08-08,East,Technology,Phones,Customer_006,4,1399.31,0,152.04,Yes
1587,2025-06-22,North,Technology,Phones,Customer_002,7,3176.69,0.15,482.5,Yes
1588,2025-06-12,West,Office Supplies,Binders,Customer_032,8,249.29,0,55.52,Yes
1589,2025-07-06,East,Furniture,Bookcases,Customer_020,2,1285.03,0.15,113.07,Yes
1590,2025-10-24,West,Furniture,Chairs,Customer_042,8,672.16,0.1,61.97,No
1591,2025-08-10,East,Office Supplies,Labels,Customer_036,5,198.4,0.15,30.16,No
1592,2025-10-23,South,Furniture,Tables,Customer_040,8,2852.52,0,810.94,No
1593,2025-09-25,West,Office Supplies,Binders,Customer_059,5,74.84,0.1,10.28,No
1594,2025-07-31,North,Office Supplies,Paper,Customer_002,4,68.18,0.1,6.73,Yes
1595,2025-09-06,South,Technology,Copiers,Customer_017,1,395.95,0,35.57,Yes
1596,2025-11-26,East,Office Supplies,Paper,Customer_039,1,45.58,0,12.07,Yes
1597,2025-07-06,East,Furniture,Storage,Customer_060,3,1416.59,0,110.47,No
1598,2025-09-12,North,Office Supplies,Labels,Customer_052,6,85.02,0,21.94,No
1599,2025-03-15,South,Technology,Accessories,Customer_035,7,1547.77,0,411.28,Yes
1600,2025-06-12,East,Office Supplies,Binders,Customer_053,5,129.12,0,18.17,No
1601,2025-12-06,East,Furniture,Chairs,Customer_045,4,2179.98,0,410.23,Yes
1602,2025-10-01,East,Office Supplies,Binders,Customer_049,7,262.84,0,32.91,No
1603,2025-03-24,South,Technology,Accessories,Customer_050,7,3847.83,0,456.0,Yes
1604,2025-06-20,West,Technology,Copiers,Customer_027,3,1379.76,0.2,127.21,Yes
1605,2025-01-27,East,Technology,Phones,Customer_021,3,619.76,0,93.07,No
1606,2025-05-08,North,Furniture,Tables,Customer_021,3,1045.53,0.15,196.79,No
1607,2025-05-14,West,Technology,Accessories,Customer_026,5,1607.99,0,114.33,No
1608,2025-01-11,West,Office Supplies,Paper,Customer_045,4,139.19,0,40.86,Yes
1609,2025-11-13,South,Furniture,Storage,Customer_046,6,1909.09,0,547.55,Yes
1610,2025-03-02,West,Technology,Copiers,Customer_028,5,657.67,0,155.61,No
1611,2025-05-25,South,Office Supplies,Paper,Customer_040,3,58.36,0,7.15,Yes
1612,2025-10-26,West,Furniture,Bookcases,Customer_014,3,849.85,0,249.52,No
1613,2025-11-02,West,Office Supplies,Envelopes,Customer_039,6,36.69,0,6.15,No
1614,2025-09-16,North,Furniture,Bookcases,Customer_038,6,2413.33,0,704.73,No
1615,2025-09-15,South,Technology,Accessories,Customer_017,2,639.2,0,145.46,Yes
1616,2025-03-07,North,Technology,Phones,Customer_040,6,4680.17,0.1,508.54,No
1617,2025-08-12,East,Office Supplies,Labels,Customer_052,3,262.65,0.15,58.77,No
1618,2025-03-18,West,Furniture,Tables,Customer_058,3,211.33,0.2,28.2,Yes
1619,2025-07-02,West,Furniture,Storage,Customer_006,2,772.44,0.2,164.82,Yes
1620,2025-03-28,South,Technology,Accessories,Customer_050,4,2801.1,0.15,713.09,Yes
1621,2025-05-07,South,Technology,Phones,Customer_026,1,585.57,0,129.02,No
1622,2025-06-15,East,Office Supplies,Binders,Customer_043,8,592.26,0.1,110.39,Yes
1623,2025-12-02,North,Technology,Phones,Customer_019,3,1169.48,0,310.87,No
1624,2025-10-08,East,Furniture,Chairs,Customer_006,3,1897.46,0,552.66,No
1625,2025-07-18,North,Furniture,Tables,Customer_048,3,1456.01,0,181.47,No
1626,2025-07-03,East,Office Supplies,Paper,Customer_037,8,382.35,0.1,93.38,Yes
1627,2025-07-08,West,Furniture,Storage,Customer_015,1,259.49,0.15,29.87,No
